Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-449147,"Signaling by Interleukins",6,658,0.043175853018372706,0.720625475121675,0.720625475121675,174,505,0.035686523920570985,9606,Homo sapiens,"SOCS2;STX4;H3C6;JAK1","","R-HSA-452100;R-HSA-452097;R-HSA-8983425;R-HSA-450063;R-HSA-8983424;R-HSA-1112602;R-HSA-452108;R-HSA-8987266;R-HSA-1112604;R-HSA-449803;R-HSA-8987012;R-HSA-8985988;R-HSA-8950405;R-HSA-8987015;R-HSA-8987270;R-HSA-8987014;R-HSA-8987033;R-HSA-449811;R-HSA-9005980;R-HSA-8987039;R-HSA-8982163;R-HSA-8982162;R-HSA-452122;R-HSA-8982165;R-HSA-913424;R-HSA-8963734;R-HSA-8950441;R-HSA-6783556;R-HSA-6784324;R-HSA-6784323;R-HSA-8983983;R-HSA-6783552;R-HSA-8865711;R-HSA-8987040;R-HSA-8987043;R-HSA-8987042;R-HSA-6786124;R-HSA-8950716;R-HSA-8983996;R-HSA-9012671;R-HSA-8987070;R-HSA-8950448;R-HSA-9025969;R-HSA-451900;R-HSA-8950453;R-HSA-8987063;R-HSA-8987080;R-HSA-6783524;R-HSA-8987084;R-HSA-8984012;R-HSA-8984014;R-HSA-8984001;R-HSA-6786095;R-HSA-8950210;R-HSA-6783530;R-HSA-8987097;R-HSA-508247;R-HSA-8987096;R-HSA-8983003;R-HSA-6809140;R-HSA-6786096;R-HSA-8983518;R-HSA-6784319;R-HSA-6786110;R-HSA-8984021;R-HSA-449115;R-HSA-8950485;R-HSA-8984023;R-HSA-451942;R-HSA-6784006;R-HSA-1112690;R-HSA-919404;R-HSA-6786050;R-HSA-8987105;R-HSA-8987104;R-HSA-8983011;R-HSA-8950757;R-HSA-6786058;R-HSA-1067646;R-HSA-8952807;R-HSA-1112703;R-HSA-8987129;R-HSA-6784791;R-HSA-6788628;R-HSA-9006844;R-HSA-8987132;R-HSA-8987120;R-HSA-508282;R-HSA-8950518;R-HSA-6786072;R-HSA-6788582;R-HSA-8950537;R-HSA-912527;R-HSA-508292;R-HSA-8983309;R-HSA-8987150;R-HSA-1112727;R-HSA-8983299;R-HSA-8983298;R-HSA-9006850;R-HSA-8987141;R-HSA-1295519;R-HSA-8983300;R-HSA-1295516;R-HSA-9006873;R-HSA-8987161;R-HSA-448660;R-HSA-8983835;R-HSA-448661;R-HSA-1067651;R-HSA-8983834;R-HSA-1112708;R-HSA-1067659;R-HSA-8987156;R-HSA-8983063;R-HSA-9006870;R-HSA-449958;R-HSA-8987179;R-HSA-1112755;R-HSA-8985900;R-HSA-6783681;R-HSA-1295540;R-HSA-8983841;R-HSA-6784204;R-HSA-8983845;R-HSA-9011748;R-HSA-448427;R-HSA-9009700;R-HSA-8983335;R-HSA-1112510;R-HSA-9014074;R-HSA-8985914;R-HSA-5696482;R-HSA-1067688;R-HSA-6788571;R-HSA-449978;R-HSA-449976;R-HSA-8985929;R-HSA-9009227;R-HSA-448708;R-HSA-8983371;R-HSA-8986446;R-HSA-8983374;R-HSA-8865613;R-HSA-8987202;R-HSA-8950340;R-HSA-8983384;R-HSA-1112514;R-HSA-1264832;R-HSA-913374;R-HSA-8986972;R-HSA-8987230;R-HSA-8950354;R-HSA-6784189;R-HSA-8983378;R-HSA-8987220;R-HSA-448728;R-HSA-8986985;R-HSA-1112565;R-HSA-448480;R-HSA-6785165;R-HSA-8983394;R-HSA-450027;R-HSA-8987236;R-HSA-448744;R-HSA-453111;R-HSA-8854645;R-HSA-453104;R-HSA-8986480;R-HSA-8986995;R-HSA-8986994;R-HSA-8985973;R-HSA-452091;R-HSA-8987255"
R-HSA-5357801,"Programmed Cell Death",2,237,0.015551181102362205,0.728386191213891,0.728386191213891,2,193,0.013638612112218217,9606,Homo sapiens,"H1-0;H1-3","","R-HSA-211239;R-HSA-211247"
R-HSA-72706,"GTP hydrolysis and joining of the 60S ribosomal subunit",1,120,0.007874015748031496,0.728652398777929,0.728652398777929,1,3,2.1199915200339198E-4,9606,Homo sapiens,"EIF3L","","R-HSA-72619"
R-HSA-156827,"L13a-mediated translational silencing of Ceruloplasmin expression",1,120,0.007874015748031496,0.728652398777929,0.728652398777929,1,3,2.1199915200339198E-4,9606,Homo sapiens,"EIF3L","","R-HSA-156823"
R-HSA-2672351,"Stimuli-sensing channels",1,120,0.007874015748031496,0.728652398777929,0.728652398777929,1,33,0.002331990672037312,9606,Homo sapiens,"SLC9C1","","R-HSA-2872463"
R-HSA-9648025,"EML4 and NUDC in mitotic spindle formation",1,121,0.007939632545931758,0.731597531805696,0.731597531805696,1,5,3.5333192000565333E-4,9606,Homo sapiens,"NDEL1","","R-HSA-9648114"
R-HSA-1474165,"Reproduction",1,123,0.008070866141732283,0.7373928164931696,0.7373928164931696,1,24,0.0016959932160271359,9606,Homo sapiens,"H3C6","","R-HSA-1214188"
R-HSA-382556,"ABC-family proteins mediated transport",1,124,0.008136482939632546,0.7402436459839477,0.7402436459839477,1,27,0.0019079923680305278,9606,Homo sapiens,"ABCA7","","R-HSA-382553"
R-HSA-194068,"Bile acid and bile salt metabolism",1,125,0.008202099737532808,0.7430637127791297,0.7430637127791297,3,99,0.006995972016111935,9606,Homo sapiens,"HSD3B7","","R-HSA-192097;R-HSA-193816;R-HSA-193789"
R-HSA-72312,"rRNA processing",2,246,0.016141732283464567,0.7471276708103995,0.7471276708103995,3,21,0.001483994064023744,9606,Homo sapiens,"WDR18;CSNK1E","","R-HSA-6791223;R-HSA-6791219;R-HSA-6791218"
R-HSA-72737,"Cap-dependent Translation Initiation",1,130,0.00853018372703412,0.7567140322860555,0.7567140322860555,7,18,0.0012719949120203519,9606,Homo sapiens,"EIF3L","","R-HSA-72691;R-HSA-72676;R-HSA-72697;R-HSA-72619;R-HSA-156808;R-HSA-157849;R-HSA-72621"
R-HSA-72613,"Eukaryotic Translation Initiation",1,130,0.00853018372703412,0.7567140322860555,0.7567140322860555,8,21,0.001483994064023744,9606,Homo sapiens,"EIF3L","","R-HSA-72691;R-HSA-72676;R-HSA-156823;R-HSA-72697;R-HSA-72619;R-HSA-156808;R-HSA-157849;R-HSA-72621"
R-HSA-69239,"Synthesis of DNA",1,132,0.008661417322834646,0.7619701022418693,0.7619701022418693,1,27,0.0019079923680305278,9606,Homo sapiens,"FOSB","","R-HSA-176942"
R-HSA-5173105,"O-linked glycosylation",1,133,0.008727034120734908,0.7645556548990775,0.7645556548990775,2,27,0.0019079923680305278,9606,Homo sapiens,"ADAMTSL1","","R-HSA-5173005;R-HSA-5173192"
R-HSA-2500257,"Resolution of Sister Chromatid Cohesion",1,134,0.00879265091863517,0.7671132908751953,0.7671132908751953,4,8,5.653310720090453E-4,9606,Homo sapiens,"NDEL1","","R-HSA-2484822;R-HSA-1638803;R-HSA-2468287;R-HSA-1638821"
R-HSA-1500931,"Cell-Cell communication",1,134,0.00879265091863517,0.7671132908751953,0.7671132908751953,1,60,0.00423998304006784,9606,Homo sapiens,"VASP","","R-HSA-446364"
R-HSA-68875,"Mitotic Prophase",1,135,0.008858267716535433,0.7696433097735085,0.7696433097735085,8,34,0.0024026570560384424,9606,Homo sapiens,"H3C6","","R-HSA-2245218;R-HSA-2288097;R-HSA-2301205;R-HSA-2294580;R-HSA-2172678;R-HSA-2294600;R-HSA-2294574;R-HSA-2294590"
R-HSA-73886,"Chromosome Maintenance",1,136,0.008923884514435695,0.7721460080014472,0.7721460080014472,1,38,0.002685322592042965,9606,Homo sapiens,"POLR2E","","R-HSA-9670149"
R-HSA-5683057,"MAPK family signaling cascades",3,380,0.024934383202099737,0.7818344937028338,0.7818344937028338,9,122,0.008621298848137941,9606,Homo sapiens,"VASP;CDC42EP1;JAK1","","R-HSA-109857;R-HSA-5658438;R-HSA-5692775;R-HSA-5658231;R-HSA-109858;R-HSA-5672965;R-HSA-5658435;R-HSA-5658430;R-HSA-5658424"
R-HSA-194315,"Signaling by Rho GTPases",6,709,0.04652230971128609,0.7838182962152116,0.7838182962152116,26,203,0.014345275952229524,9606,Homo sapiens,"CDC42EP1;MYH10;ARHGAP45;H3C6;NDEL1","","R-HSA-5666129;R-HSA-8981637;R-HSA-5625883;R-HSA-9013145;R-HSA-5625797;R-HSA-9013144;R-HSA-5625796;R-HSA-5668932;R-HSA-5625870;R-HSA-9014294;R-HSA-9013161;R-HSA-5668978;R-HSA-419232;R-HSA-5666160;R-HSA-9017507;R-HSA-9013157;R-HSA-5625849;R-HSA-5625784;R-HSA-5625848;R-HSA-5666169;R-HSA-9018808;R-HSA-9018746;R-HSA-9014449;R-HSA-5671919;R-HSA-5625774;R-HSA-419197"
R-HSA-187037,"Signaling by NTRK1 (TRKA)",1,143,0.009383202099737533,0.7889241594136956,0.7889241594136956,2,102,0.007207971168115328,9606,Homo sapiens,"FOSB","","R-HSA-9031624;R-HSA-9031575"
R-HSA-9006931,"Signaling by Nuclear Receptors",3,387,0.025393700787401576,0.7921641243171444,0.7921641243171444,18,196,0.01385061126422161,9606,Homo sapiens,"POLR2E;FOSB;H3C6","","R-HSA-9009065;R-HSA-9011949;R-HSA-9011981;R-HSA-9011983;R-HSA-9011950;R-HSA-9012000;R-HSA-9011971;R-HSA-9009378;R-HSA-9011941;R-HSA-9011975;R-HSA-9012315;R-HSA-9009371;R-HSA-9011997;R-HSA-9012319;R-HSA-9011966;R-HSA-9011985;R-HSA-9011984;R-HSA-9011952"
R-HSA-202403,"TCR signaling",1,147,0.009645669291338583,0.7979541977354421,0.7979541977354421,1,52,0.0036746519680587943,9606,Homo sapiens,"VASP","","R-HSA-430201"
R-HSA-76005,"Response to elevated platelet cytosolic Ca2+",1,148,0.009711286089238845,0.8001510496068802,0.8001510496068802,1,14,9.893293760158293E-4,9606,Homo sapiens,"STX4","","R-HSA-114684"
R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",6,725,0.04757217847769029,0.8012754521182108,0.8012754521182108,26,212,0.0149812734082397,9606,Homo sapiens,"CDC42EP1;MYH10;ARHGAP45;H3C6;NDEL1","","R-HSA-5666129;R-HSA-8981637;R-HSA-5625883;R-HSA-9013145;R-HSA-5625797;R-HSA-9013144;R-HSA-5625796;R-HSA-5668932;R-HSA-5625870;R-HSA-9014294;R-HSA-9013161;R-HSA-5668978;R-HSA-419232;R-HSA-5666160;R-HSA-9017507;R-HSA-9013157;R-HSA-5625849;R-HSA-5625784;R-HSA-5625848;R-HSA-5666169;R-HSA-9018808;R-HSA-9018746;R-HSA-9014449;R-HSA-5671919;R-HSA-5625774;R-HSA-419197"
R-HSA-5663220,"RHO GTPases Activate Formins",1,149,0.009776902887139107,0.802324158222776,0.802324158222776,3,27,0.0019079923680305278,9606,Homo sapiens,"NDEL1","","R-HSA-5666160;R-HSA-5666129;R-HSA-5666169"
R-HSA-8980692,"RHOA GTPase cycle",1,154,0.01010498687664042,0.8128423850546986,0.8128423850546986,1,6,4.2399830400678397E-4,9606,Homo sapiens,"ARHGAP45","","R-HSA-8981637"
R-HSA-5688426,"Deubiquitination",2,289,0.018963254593175854,0.8220802893040409,0.8220802893040409,3,77,0.005441311568087061,9606,Homo sapiens,"INO80E;H1-3","","R-HSA-5696960;R-HSA-5690080;R-HSA-5689544"
R-HSA-162599,"Late Phase of HIV Life Cycle",1,160,0.010498687664041995,0.8247323363487485,0.8247323363487485,46,78,0.005511977952088192,9606,Homo sapiens,"POLR2E","","R-HSA-167111;R-HSA-167115;R-HSA-167113;R-HSA-167118;R-HSA-167181;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167191;R-HSA-167130;R-HSA-167192;R-HSA-167128;R-HSA-167134;R-HSA-167196;R-HSA-167197;R-HSA-167133;R-HSA-9613490;R-HSA-167459;R-HSA-167072;R-HSA-167136;R-HSA-167076;R-HSA-167077;R-HSA-9613498;R-HSA-167147;R-HSA-167083;R-HSA-167150;R-HSA-167087;R-HSA-167148;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167090;R-HSA-167474;R-HSA-167282;R-HSA-167089;R-HSA-167153;R-HSA-167478;R-HSA-167284;R-HSA-167477;R-HSA-167098;R-HSA-167288;R-HSA-167097;R-HSA-167481;R-HSA-167484;R-HSA-167292"
R-HSA-68886,"M Phase",3,416,0.027296587926509186,0.8307342255119978,0.8307342255119978,18,91,0.00643064094410289,9606,Homo sapiens,"CSNK1E;H3C6;NDEL1","","R-HSA-2245218;R-HSA-9648114;R-HSA-2288097;R-HSA-375302;R-HSA-2467809;R-HSA-2467811;R-HSA-2172678;R-HSA-1638803;R-HSA-2294600;R-HSA-2294574;R-HSA-2484822;R-HSA-2301205;R-HSA-2294580;R-HSA-380316;R-HSA-380508;R-HSA-2468287;R-HSA-1638821;R-HSA-2294590"
R-HSA-425407,"SLC-mediated transmembrane transport",3,418,0.02742782152230971,0.8331548051863513,0.8331548051863513,3,194,0.013709278496219349,9606,Homo sapiens,"SLC14A2;SLC6A20;JAK1","","R-HSA-352052;R-HSA-442387;R-HSA-444126"
R-HSA-166520,"Signaling by NTRKs",1,166,0.01089238845144357,0.8358712171677036,0.8358712171677036,2,164,0.011589286976185428,9606,Homo sapiens,"FOSB","","R-HSA-9031624;R-HSA-9031575"
R-HSA-425393,"Transport of inorganic cations/anions and amino acids/oligopeptides",1,167,0.010958005249343832,0.8376580329660451,0.8376580329660451,1,76,0.00537064518408593,9606,Homo sapiens,"SLC6A20","","R-HSA-352052"
R-HSA-9679191,"Potential therapeutics for SARS",1,168,0.011023622047244094,0.839425512908336,0.839425512908336,3,36,0.0025439898240407037,9606,Homo sapiens,"JAK1","","R-HSA-9696179;R-HSA-9678561;R-HSA-9678935"
R-HSA-73887,"Death Receptor Signaling",1,172,0.011286089238845144,0.846306200486258,0.846306200486258,2,117,0.008267966928132288,9606,Homo sapiens,"OPTN","","R-HSA-5357776;R-HSA-9793680"
R-HSA-1236974,"ER-Phagosome pathway",1,173,0.011351706036745407,0.847980076716617,0.847980076716617,2,10,7.066638400113067E-4,9606,Homo sapiens,"STX4","","R-HSA-8951595;R-HSA-8863858"
R-HSA-168273,"Influenza Viral RNA Transcription and Replication",1,173,0.011351706036745407,0.847980076716617,0.847980076716617,1,14,9.893293760158293E-4,9606,Homo sapiens,"POLR2E","","R-HSA-168326"
R-HSA-162587,"HIV Life Cycle",1,175,0.011482939632545932,0.8512736615687311,0.8512736615687311,46,117,0.008267966928132288,9606,Homo sapiens,"POLR2E","","R-HSA-167111;R-HSA-167115;R-HSA-167113;R-HSA-167118;R-HSA-167181;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167191;R-HSA-167130;R-HSA-167192;R-HSA-167128;R-HSA-167134;R-HSA-167196;R-HSA-167197;R-HSA-167133;R-HSA-9613490;R-HSA-167459;R-HSA-167072;R-HSA-167136;R-HSA-167076;R-HSA-167077;R-HSA-9613498;R-HSA-167147;R-HSA-167083;R-HSA-167150;R-HSA-167087;R-HSA-167148;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167090;R-HSA-167474;R-HSA-167282;R-HSA-167089;R-HSA-167153;R-HSA-167478;R-HSA-167284;R-HSA-167477;R-HSA-167098;R-HSA-167288;R-HSA-167097;R-HSA-167481;R-HSA-167484;R-HSA-167292"
R-HSA-9610379,"HCMV Late Events",1,175,0.011482939632545932,0.8512736615687311,0.8512736615687311,1,19,0.0013426612960214825,9606,Homo sapiens,"H3C6","","R-HSA-9698928"
R-HSA-1483257,"Phospholipid metabolism",2,314,0.020603674540682414,0.8559330600836135,0.8559330600836135,4,218,0.015405271712246484,9606,Homo sapiens,"SACM1L;GDPD3","","R-HSA-1676124;R-HSA-1676114;R-HSA-1676133;R-HSA-6814778"
R-HSA-5633007,"Regulation of TP53 Activity",1,178,0.011679790026246719,0.8560815134909269,0.8560815134909269,1,98,0.006925305632110805,9606,Homo sapiens,"PPP1R13L","","R-HSA-6799761"
R-HSA-69242,"S Phase",1,179,0.011745406824146981,0.8576495479657227,0.8576495479657227,1,55,0.0038866511200621864,9606,Homo sapiens,"FOSB","","R-HSA-176942"
R-HSA-3108232,"SUMO E3 ligases SUMOylate target proteins",1,183,0.012007874015748031,0.8637536863252542,0.8637536863252542,1,131,0.009257296304148116,9606,Homo sapiens,"DDX17","","R-HSA-3900047"
R-HSA-5673001,"RAF/MAP kinase cascade",2,322,0.021128608923884514,0.8654651894237834,0.8654651894237834,6,75,0.0052999788000848,9606,Homo sapiens,"VASP;JAK1","","R-HSA-5658438;R-HSA-5658231;R-HSA-5672965;R-HSA-5658435;R-HSA-5658430;R-HSA-5658424"
R-HSA-5619102,"SLC transporter disorders",1,185,0.012139107611548556,0.8667074674961048,0.8667074674961048,1,65,0.004593314960073493,9606,Homo sapiens,"SLC6A20","","R-HSA-5660694"
R-HSA-5684996,"MAPK1/MAPK3 signaling",2,329,0.021587926509186353,0.8733305897542428,0.8733305897542428,8,82,0.005794643488092714,9606,Homo sapiens,"VASP;JAK1","","R-HSA-109857;R-HSA-5658438;R-HSA-5658231;R-HSA-109858;R-HSA-5672965;R-HSA-5658435;R-HSA-5658430;R-HSA-5658424"
R-HSA-909733,"Interferon alpha/beta signaling",1,190,0.012467191601049869,0.8738163944126618,0.8738163944126618,15,25,0.0017666596000282665,9606,Homo sapiens,"JAK1","","R-HSA-9696179;R-HSA-9678935;R-HSA-912680;R-HSA-909732;R-HSA-909729;R-HSA-997314;R-HSA-909730;R-HSA-997311;R-HSA-909724;R-HSA-997309;R-HSA-909726;R-HSA-909720;R-HSA-909722;R-HSA-909719;R-HSA-909718"
R-HSA-2990846,"SUMOylation",1,192,0.012598425196850394,0.8765532775134082,0.8765532775134082,1,140,0.009893293760158293,9606,Homo sapiens,"DDX17","","R-HSA-3900047"
R-HSA-195721,"Signaling by WNT",2,332,0.02178477690288714,0.8765709363018306,0.8765709363018306,2,157,0.011094622288177513,9606,Homo sapiens,"CSNK1E;H3C6","","R-HSA-3364026;R-HSA-3772435"
R-HSA-9012999,"RHO GTPase cycle",3,460,0.030183727034120734,0.8775403296229674,0.8775403296229674,10,91,0.00643064094410289,9606,Homo sapiens,"CDC42EP1;ARHGAP45","","R-HSA-9013161;R-HSA-9013145;R-HSA-9013144;R-HSA-9018808;R-HSA-9018746;R-HSA-9014449;R-HSA-9017507;R-HSA-8981637;R-HSA-9013157;R-HSA-9014294"
R-HSA-983231,"Factors involved in megakaryocyte development and platelet production",1,194,0.012729658792650918,0.8792311504716113,0.8792311504716113,2,43,0.0030386545120486184,9606,Homo sapiens,"H3C6","","R-HSA-997263;R-HSA-994106"
R-HSA-2467813,"Separation of Sister Chromatids",1,195,0.012795275590551181,0.8805483544348107,0.8805483544348107,2,8,5.653310720090453E-4,9606,Homo sapiens,"NDEL1","","R-HSA-2467809;R-HSA-2467811"
R-HSA-1236975,"Antigen processing-Cross presentation",1,195,0.012795275590551181,0.8805483544348107,0.8805483544348107,2,23,0.0016253268320260052,9606,Homo sapiens,"STX4","","R-HSA-8951595;R-HSA-8863858"
R-HSA-168255,"Influenza Infection",1,198,0.012992125984251968,0.8844148979394472,0.8844148979394472,1,59,0.004169316656066709,9606,Homo sapiens,"POLR2E","","R-HSA-168326"
R-HSA-3781865,"Diseases of glycosylation",1,202,0.013254593175853018,0.8893774347504352,0.8893774347504352,1,77,0.005441311568087061,9606,Homo sapiens,"ADAMTSL1","","R-HSA-6785565"
R-HSA-375276,"Peptide ligand-binding receptors",1,203,0.01332020997375328,0.8905846133974457,0.8905846133974457,1,83,0.005865309872093845,9606,Homo sapiens,"CCR9","","R-HSA-373074"
R-HSA-5689880,"Ub-specific processing proteases",1,206,0.013517060367454068,0.8941281457135839,0.8941281457135839,2,40,0.0028266553600452267,9606,Homo sapiens,"H1-3","","R-HSA-5696960;R-HSA-5690080"
R-HSA-983712,"Ion channel transport",1,208,0.013648293963254593,0.8964268905674412,0.8964268905674412,1,51,0.003603985584057664,9606,Homo sapiens,"SLC9C1","","R-HSA-2872463"
R-HSA-3700989,"Transcriptional Regulation by TP53",3,484,0.031758530183727034,0.8979363142373573,0.8979363142373573,7,259,0.018302593456292843,9606,Homo sapiens,"CRADD;PPP1R13L;POLR2E","","R-HSA-6797606;R-HSA-6799761;R-HSA-6797616;R-HSA-6797712;R-HSA-6800798;R-HSA-6800797;R-HSA-6800794"
R-HSA-6785807,"Interleukin-4 and Interleukin-13 signaling",1,211,0.01384514435695538,0.8997823121618789,0.8997823121618789,10,47,0.0033213200480531413,9606,Homo sapiens,"JAK1","","R-HSA-6788582;R-HSA-6788628;R-HSA-6786050;R-HSA-6786096;R-HSA-6786095;R-HSA-6786110;R-HSA-6786124;R-HSA-6788571;R-HSA-6786058;R-HSA-6786072"
R-HSA-72163,"mRNA Splicing - Major Pathway",1,213,0.013976377952755905,0.9019590068633038,0.9019590068633038,9,10,7.066638400113067E-4,9606,Homo sapiens,"POLR2E","","R-HSA-9770132;R-HSA-9770119;R-HSA-9770129;R-HSA-9770145;R-HSA-9770131;R-HSA-9770141;R-HSA-9770236;R-HSA-9770847;R-HSA-9770142"
R-HSA-9609690,"HCMV Early Events",1,215,0.01410761154855643,0.9040887048130718,0.9040887048130718,5,12,8.479966080135679E-4,9606,Homo sapiens,"H3C6","","R-HSA-9614816;R-HSA-9621073;R-HSA-9614810;R-HSA-9614811;R-HSA-9623096"
R-HSA-72172,"mRNA Splicing",1,224,0.014698162729658792,0.9131173056323377,0.9131173056323377,14,15,0.00105999576001696,9606,Homo sapiens,"POLR2E","","R-HSA-9770132;R-HSA-9770129;R-HSA-9770131;R-HSA-75079;R-HSA-9770141;R-HSA-75081;R-HSA-9770236;R-HSA-75080;R-HSA-9770847;R-HSA-75083;R-HSA-9770142;R-HSA-75082;R-HSA-9770119;R-HSA-9770145"
R-HSA-9705671,"SARS-CoV-2 activates/modulates innate and adaptive immune responses",1,227,0.01489501312335958,0.9159349640053427,0.9159349640053427,1,47,0.0033213200480531413,9606,Homo sapiens,"JAK1","","R-HSA-909726"
R-HSA-376176,"Signaling by ROBO receptors",1,235,0.01541994750656168,0.9230124666989762,0.9230124666989762,2,60,0.00423998304006784,9606,Homo sapiens,"VASP","","R-HSA-428534;R-HSA-376140"
R-HSA-9748784,"Drug ADME",1,239,0.01568241469816273,0.9263258271504666,0.9263258271504666,1,121,0.00855063246413681,9606,Homo sapiens,"SULT1A4","","R-HSA-9753277"
R-HSA-68882,"Mitotic Anaphase",1,249,0.016338582677165356,0.9340020978240153,0.9340020978240153,2,32,0.002261324288036181,9606,Homo sapiens,"NDEL1","","R-HSA-2467809;R-HSA-2467811"
R-HSA-2555396,"Mitotic Metaphase and Anaphase",1,250,0.016404199475065617,0.9347245515175673,0.9347245515175673,2,33,0.002331990672037312,9606,Homo sapiens,"NDEL1","","R-HSA-2467809;R-HSA-2467811"
R-HSA-877300,"Interferon gamma signaling",1,252,0.01653543307086614,0.936145960878396,0.936145960878396,11,18,0.0012719949120203519,9606,Homo sapiens,"JAK1","","R-HSA-877308;R-HSA-873919;R-HSA-9678561;R-HSA-873918;R-HSA-877269;R-HSA-873924;R-HSA-873927;R-HSA-873926;R-HSA-873921;R-HSA-909552;R-HSA-873922"
R-HSA-8951664,"Neddylation",1,254,0.016666666666666666,0.9375366017759895,0.9375366017759895,5,44,0.003109320896049749,9606,Homo sapiens,"SOCS2","","R-HSA-8956040;R-HSA-8955289;R-HSA-8955241;R-HSA-8952044;R-HSA-8952039"
R-HSA-15869,"Metabolism of nucleotides",1,256,0.01679790026246719,0.938897136264671,0.938897136264671,1,142,0.010034626528160555,9606,Homo sapiens,"AK4","","R-HSA-6788798"
R-HSA-157118,"Signaling by NOTCH",1,259,0.01699475065616798,0.9408829019519162,0.9408829019519162,3,154,0.010882623136174122,9606,Homo sapiens,"H3C6","","R-HSA-9604834;R-HSA-9604831;R-HSA-9604829"
R-HSA-162906,"HIV Infection",1,260,0.01706036745406824,0.9415304637331368,0.9415304637331368,46,160,0.011306621440180907,9606,Homo sapiens,"POLR2E","","R-HSA-167111;R-HSA-167115;R-HSA-167113;R-HSA-167118;R-HSA-167181;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167121;R-HSA-167191;R-HSA-167130;R-HSA-167192;R-HSA-167128;R-HSA-167134;R-HSA-167196;R-HSA-167197;R-HSA-167133;R-HSA-9613490;R-HSA-167459;R-HSA-167072;R-HSA-167136;R-HSA-167076;R-HSA-167077;R-HSA-9613498;R-HSA-167147;R-HSA-167083;R-HSA-167150;R-HSA-167087;R-HSA-167148;R-HSA-167084;R-HSA-167468;R-HSA-167085;R-HSA-167090;R-HSA-167474;R-HSA-167282;R-HSA-167089;R-HSA-167153;R-HSA-167478;R-HSA-167284;R-HSA-167477;R-HSA-167098;R-HSA-167288;R-HSA-167097;R-HSA-167481;R-HSA-167484;R-HSA-167292"
R-HSA-156580,"Phase II - Conjugation of compounds",1,263,0.01725721784776903,0.9434311487175834,0.9434311487175834,1,72,0.005087979648081407,9606,Homo sapiens,"SULT1A4","","R-HSA-159358"
R-HSA-9609646,"HCMV Infection",1,270,0.017716535433070866,0.9476306117177336,0.9476306117177336,6,31,0.0021906579040350503,9606,Homo sapiens,"H3C6","","R-HSA-9614816;R-HSA-9621073;R-HSA-9698928;R-HSA-9614810;R-HSA-9614811;R-HSA-9623096"
R-HSA-5619115,"Disorders of transmembrane transporters",1,280,0.01837270341207349,0.9530977824676448,0.9530977824676448,1,88,0.006218641792099498,9606,Homo sapiens,"SLC6A20","","R-HSA-5660694"
R-HSA-422475,"Axon guidance",3,585,0.038385826771653545,0.9543207031825419,0.9543207031825419,5,298,0.021058582432336936,9606,Homo sapiens,"VASP;PLXNC1;MYH10","","R-HSA-428534;R-HSA-3928616;R-HSA-376140;R-HSA-434989;R-HSA-419197"
R-HSA-76002,"Platelet activation, signaling and aggregation",1,293,0.019225721784776904,0.9593653858384151,0.9593653858384151,1,117,0.008267966928132288,9606,Homo sapiens,"STX4","","R-HSA-114684"
R-HSA-72203,"Processing of Capped Intron-Containing Pre-mRNA",1,299,0.01961942257217848,0.9619700904061089,0.9619700904061089,16,34,0.0024026570560384424,9606,Homo sapiens,"POLR2E","","R-HSA-9770132;R-HSA-9770129;R-HSA-72103;R-HSA-9770131;R-HSA-75079;R-HSA-9770141;R-HSA-75081;R-HSA-9770236;R-HSA-75080;R-HSA-9770847;R-HSA-75083;R-HSA-9770142;R-HSA-75082;R-HSA-9770119;R-HSA-9770145;R-HSA-72095"
R-HSA-9675108,"Nervous system development",3,621,0.04074803149606299,0.9661347719983987,0.9661347719983987,5,324,0.022895908416366333,9606,Homo sapiens,"VASP;PLXNC1;MYH10","","R-HSA-428534;R-HSA-3928616;R-HSA-376140;R-HSA-434989;R-HSA-419197"
R-HSA-6798695,"Neutrophil degranulation",2,480,0.031496062992125984,0.9675969358654107,0.9675969358654107,3,10,7.066638400113067E-4,9606,Homo sapiens,"MVP;ARHGAP45","","R-HSA-6800434;R-HSA-6798751;R-HSA-6798748"
R-HSA-9705683,"SARS-CoV-2-host interactions",1,315,0.02066929133858268,0.968132608807106,0.968132608807106,1,67,0.004734647728075754,9606,Homo sapiens,"JAK1","","R-HSA-909726"
R-HSA-198933,"Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",1,316,0.02073490813648294,0.9684829830515722,0.9684829830515722,1,44,0.003109320896049749,9606,Homo sapiens,"CD200","","R-HSA-199154"
